User,Amount
0x1d9FfF0c858eaD0B5127eFEbDd6aAB9a8b412d2d,119.378587902562480396
0xC0Be51E77505d0Ff1AD05f72e70002e10d49f2Bc,24.035779573595379604
0x1800d4Caf8F6b7F549a105737C7F669b327eF548,73.439775837175363628
0x5d2860298bBAAF4F3E1fbCe014360A789Fd3F4Fa,18.101288588718514978
0x46fab85ac9a997704Ed36eB3c41bd97DAFEDA316,11.483235044618638523
0x9C973B0639d3A29C9712181E152cF1A5a19871A4,13.210135226067051561
0xB7C99862d069E1b8f855fcbe64063a40550098AB,29.863936488614226043
0x9DaC37989ABf0fFF9BD5bE2e58cd82634dCfAD5E,27.177865826955268317
0x1ad3E1493A5486f8CB675549cA4d6D124986613B,335.640286398887900206
0x087De956cA5e35d19B2c39C496ef2E8B21deB0f5,11.770290422874206141
0xEd30CF2D79976e9Aa9e49f7bCA1095b9AB2E8d01,11.934322067591673352
0xFcc5c883AEb32fC31DEbDB8218Bb457Ba9741A48,139.15088263027275255
0x592dA7c1B8B9cca9a20EcE5D6070f8140895DE6a,14.959065596181769166
0x4B8aD60cac1941e9Cb0BD78d6deA3b5A8e1285BC,16.503075354017859349
0xF82bA88f32f19a8DBcF68081ed42De38329A88f6,131.274454470199036247
0x4F00120ca37d594C8f20755975871671bF7123FE,13.397643787039303158
0x65F192ce655f29741c98900D38EA031Ba21412de,13.25280263641767249
0x9C8224DfCFB1C02E0857790A240188C0DC2a0464,136.45285052414436379
0x7d4ae3cF5426f5dfAFb6f5d295EF45B81B3047D3,14.908215786319354312
0x088E65BF9c059f90071aFed20c1420a775CcEcbB,80.313707009744722461
0xCe734fd52aD7018d0f670552074291082487acF9,48.729226972298016101
0x09f4610cda5304f89268c12057615CD3Df45A6e5,33.205443573231779818
0x3DC64e9752B49DFdCADfAd3D2B8f0287c5D1d2F4,46.686027972113551606
0x71d9257Da893DE537daF2b80c98D64a082Fdfade,11.503196209110370725
0x17F034Fa50A0FCBaB052cA51f7A307F97B7c5E4a,11.881007598031675215
0x7006BFF9CC5D96Cb29C52D8BFD18cA0d86723110,73.382315372835864877
0x76e6e2E9Ca0ee9a2BB4148566791FD6F2fEeAc32,53.202845073612351634
0x23b57759BbEB9Ac18953726cD716DC3e349A2D74,29.71650479416465251
0x9270679A73f8eA31578C780384B8f2EE0F47cE8d,12.268150420588973987
0x59E55F7685ebb440c5A49055C0cF31BAb73a2a5D,12.098353712309140562
0x81FcDE04bD5Ba06Aa66A80CDA8dDb846099c423A,14.558828383071149073
0x1e9B851b1516Ff13a249985A9540f992Fd26FBB8,49.665500458994184332
0x3d78010356A09ab60F1A627CAD1A7081fFB45445,61.423682523165492293
0x3258A564C6160f7a2a92644F339D6C9774536F8F,60.415231476431256278
0x4c4D6FB5234E748F9d8782E37E686FBfe52dC765,45.80198711073860628
0xA7c600Cac149E2593D346885fFF00E050Fa549a5,66.819003802426149893
0x4936f33b7B060c7336fD0e4c61316EA248DA6827,24.468972558337358053
0x1adf198B135C38E7f14A3e3516622Fe80941f667,120.695575415045297096
0xb159Ef0FD4fd4A2956B782b2FF22199139850100,35.396804055045635838
0xd36F814B8AA71134652180DC72178f64C5EE5932,34.539601044444823379
0x9bb72Af4e3B8964B0Eb107659ab4920ff4BbAc65,43.327301308496401069
