User,PID,Amount
0x4F4B49E7f3661652F13A6D2C86d9Af4435414721,0,50000000000000000000
0x1d9FfF0c858eaD0B5127eFEbDd6aAB9a8b412d2d,0,100000000000000000000
0xF82bA88f32f19a8DBcF68081ed42De38329A88f6,0,50000000000000000000
0xf4ED8aAfC9bCae35DB4cA9705C950f190B7D1e92,0,356300535981381983762
0x65F192ce655f29741c98900D38EA031Ba21412de,0,1500000000000000000000
0xb6e1144FC8F8b391d5a61DD47D628f03067f47a0,0,1411402744393309430254
0x46fab85ac9a997704Ed36eB3c41bd97DAFEDA316,0,100031861890109777125
0x9d1371522689EC86646DdEe78d828938fdb4bD26,0,1010898338455845800310
0xeEd5CA9C53595f62de2cC8fdDBFa803699832449,0,83856563119304126940
0x8d0332Fa4597fcaeefD2840F9299fa60CAfd39B7,0,604291519260713535967
0x1cC972Ff969689873f8010bDD0Cf3dC30618397E,0,61866430747412299513
0x4eAeB537e7b152738c853910d0BD2F6CD81276Cd,0,1162796180934462027306
0xb1F19dF9cf8f3825Ee880622a37eDBBa6b155a76,0,50000000000000000000
0xC0Be51E77505d0Ff1AD05f72e70002e10d49f2Bc,0,202197567689898039321
0xe7D080567007089df20E906f17E6b0f5f2ccbB0A,0,95387156096966483743
0x087De956cA5e35d19B2c39C496ef2E8B21deB0f5,0,200000000000000000000
0x088E65BF9c059f90071aFed20c1420a775CcEcbB,0,1317151883283223003218
0xf6A4388D768036dcD99cD2F4aA555F1BCE374c2d,0,523591755380253356056
0x17F034Fa50A0FCBaB052cA51f7A307F97B7c5E4a,0,1234000000000000000000
0xEd30A5F8B1A34E157e9D5739Cc05A8d1f5161f3d,0,520549492728708345557
0x2C3706fA6dA5F61bE963f3317c937A4F75Fdc22a,0,105015901144847484282
0x9b242Bc68b8fa43A755735a1c594136fC86f1D99,0,762616019201368770671
0xcdfD2aA6Dc6780A49Dea2934124b736317DD9A55,0,59652508910861596847
0x6eDD413eDd3B7749c92D095a58a6e8b3611f36fC,0,2000000000000000000000
0xB1C1fb2400102b9A70a59025a3806Bbfc31c34CF,0,50284094859634261245
0x483BCc40B404B978A2d02d4d8Dfa4EaBaA4c8e42,0,50000000000000000000
0x9C8224DfCFB1C02E0857790A240188C0DC2a0464,0,421172911038491018024
0x1aB394CE32830d70255AB8ACE5fDC4e2Ece1edfd,0,2500000000000000000000
0x59E55F7685ebb440c5A49055C0cF31BAb73a2a5D,0,500000000000000000000
0xA7c600Cac149E2593D346885fFF00E050Fa549a5,0,2006834506319638979475
0x40430074c133e1cF40c6eE4d14c97cB55Fd3c0a5,0,2601404750888509936043
0x76e6e2E9Ca0ee9a2BB4148566791FD6F2fEeAc32,0,150000000000000000000
