User,Amount
0xF8f3cb4c2b398165C9ff65C0500190B8e49CdDFc,20920187739765466180
0x8791091aDA8A737F2C3347987770ACf416aD282E,9730736253475797258
0x6E93e171C5223493Ad5434ac406140E89BD606De,8453167049869476196
0xac02786D3372419e5D1133b7054c3a98B1fb4772,10774280453403877539
0x2B5b1Fffe86302F73e478a0E09d8Bf92eC75FFba,28685076820601823870
0xF90057583075f6c737da66750aAe25ddFbebDaA5,367244213810005785
0xB535D39a62A8667918e521c630e3d8c5A86B378E,12110558813345176064
0x5Eb67a3b141f3036899EE77822A41277166c540e,23157901849523664737
0x6cF723183aE4ffBd0e8D3e816Cac25310d07aEDb,821740830658999659
0x2F9F53403359f64CBe9e1a44632A275E37c008aF,9147589619628953217
0xaC3411717fdCF6feE99A9f852781Ddfb8B70C1BC,73914301938020522094
0xEe6c7834bE4765496e94Fd2Cc2703d01d4895bBb,21973916781620277754
0xf2c66dC705fad9226df7d3565C065784817A410B,64648422866270758946
0x058C41BeB615413678c7BEB75f54672C93eF0942,15360658445660368103
0x82FC6a686C5dB9b41F58fea5A8cE4C1F6062E5A5,22648138101702880703
0x5F00aC3a87C1581Ce315CaDF2a905e5b5cC306F0,19122613705219275212
0x0419eB10E9c1efFb47Cb6b5B1B2B2B3556395ae1,131140021040381255214
0x74C2134441b902cEaaa1eB9233C3A6acA484470F,1361011564132004944
0xB1dFB54960a3E3eCE68C30187A7425e3DDcA3733,9017999914455675075
0xb56Eb2C4a585bB3a7F305D42c3df13D0F0fc8AC3,820158223587336051
0x1d9C485f47C84CDD03001C1D363949ED039fe92F,10627716748337707400
0x926f0C1242c57C381cf60DE4B9D8BA108146dEb2,1368762665508347339
0xf6A4388D768036dcD99cD2F4aA555F1BCE374c2d,3485904251267248794
0x195ba3C86fF1C4C1e08CA7bF65694571203EeA57,31648298408649731093
0xF634ED4015eF307F3576921422D8f1F9f59Dc48f,14090307933142348448
0x3Be0cDbF9b1Cad6E6697fC153FbA56deA1bE4Ab7,2883676212889714536
0xE93a5f4ca51D7c157aF00643c107d1d9AF42B1cD,109369742134490457134
0x774faD7eCC5Cb8f75E7fe66f1FC7E1921E8cD56f,160347487378632129
0x6147A010ECCC55AD86a307362cDFf293675A097B,2401423278663720201
0xb95e5d849362BA392BA743C0aA551555fb58fDA4,40846932642252034103
0x434C6633cee5F79Ec3b1914b8939F21EAef9AEf8,74197815385193641509
0x488eD54Ca0Ae6D64683286278bE99E9c3A9C203E,145796097000653247170
0xC920dE538b9Ab887B81562EDb2f07Bc66403583E,12776771455294351578
0xA0efD27acC781549D5b78e89E561AA0903932d56,164031644717467210
0x836F231DB96a2C60071F1023Cf0327b6EC53a937,1275920246404453450
0x6d8192EfF85d48285c2D389D563fEd2C0540d173,23937039115826204090
0x170D5603fa2409aA870683d1D2456CfF34E64964,5923921107281786887
0x9d6949CFB82266dA146DAF32C52994e2224A8b38,32585586994060530193
0xff35d9fe7DFa24Dd8679D182B782b5ACd3Ee03Ca,273859749166120232
0xEd30A5F8B1A34E157e9D5739Cc05A8d1f5161f3d,172233226953340547
0xf4ED8aAfC9bCae35DB4cA9705C950f190B7D1e92,19632424701575719065
