User,PID,Amount
0xDFEF46B2e15a5a94aa8F141529c8a4118F923D60,0,25000000000000000000
0xDf8D2A986Dd8998148893b59Fed435CFd8018527,0,92125000000000000000
0x0737880a1866Bfbda9dea62c91BA00df6C79f395,0,1500000000000000000000
0x127bBc2904Dbb53Cf601782fC12fa4fD633394E4,0,25000000000000000000
0x822D6d6FE32a34c4745fBA8847ea88F662fA71eF,0,68451504845526931973
0x8d0332Fa4597fcaeefD2840F9299fa60CAfd39B7,0,752844861368170697216
0xEcCfAED82296B74296bd6D3DdC1e73cE1ec4ae17,0,25000000000000000000
0x599924D8905549e3734d653039c611eE7DC64224,0,83850000000000000000
0x76e6e2E9Ca0ee9a2BB4148566791FD6F2fEeAc32,0,203028761442773634758
0xc82618E68A1169d3704738D9eB78F34B4A96F296,0,200000000000000000000
0x9A65f025427F84737F068b0beB8eb8b0597CEe91,0,717800000000000000000
0xDD11EF5a5Ac03C24B5079c05a8904cDbB2eCf59D,0,6093028052074121093750
0x7006BFF9CC5D96Cb29C52D8BFD18cA0d86723110,0,1083315403687524461926
0x693287aF33e060d56d365F5a5c5E3f1C778D9b8a,0,251093319894013640160
0xB500A32Df9e10af442fb8eb8c2e06a3cE19C8b78,0,400000000000000000000
0x585De4a1f910540345abd828e0E81D0d03A113ed,0,2826077663320106608548
0xA63bBda3166028c677e6261109D279DC063BB937,0,350000000000000000000
0xC0C0A8261B04e171bfE59C3628D69b5568cFa316,0,29250000000000000000
0x51b76dA4aA0Ea58878115a545BCB0244453f4C12,0,155000000000000000000
0x86040Ffb6c6008fe8D46125B456b3785316e4cE3,0,299081250000000000000
0x89136659949eF7bBDc6aB7F49626890603e4bA2a,0,103000000000000000000
0x8DF04D551E3f7F5B03a67DE79184BB919A97BbDE,0,48750000000000000000
0x560aE0B23c3Fc9dBc60dfe599Aaa4832b11d3620,0,2010295815177065067770
0x6Db690452fD9C21b9C188581D7d881BAA1CD918f,0,226200000000000000000
0xD82Db1AF9E29D59444d1999bD421BeB719990839,0,500000000000000000000
0xC920dE538b9Ab887B81562EDb2f07Bc66403583E,0,88609462688474781785
0x1e3dFbb3B09ff8C9C0FE4f4Fb3FEe491ce46fe92,0,149494723764844697392
0xbB6eC0134149E9dbd2Ec7f9646e559618e361545,0,1758684235132339357566
0xbED5c4e636756dC373158a80d953719B4b405A3C,0,78284375000000000000
0x6A8820AAB71BBf12Aff35956DEC7d14Ee895ec6C,0,100000000000000000000
0x488eD54Ca0Ae6D64683286278bE99E9c3A9C203E,0,204943254862827295738
0x087De956cA5e35d19B2c39C496ef2E8B21deB0f5,0,300000000000000000000
0xd777D3971Cf9bccef65B0B665f0e4A5e9d05C041,0,117398738692963018726
0x7CDFc314b89a851054A9acC324171bF8a31593E9,0,29250000000000000000
0x5F1619d49193fBdCb9e409Fd213700656288bf36,0,3399000000000000000000
0x592dA7c1B8B9cca9a20EcE5D6070f8140895DE6a,0,2244000000000000000000
0x7d4ae3cF5426f5dfAFb6f5d295EF45B81B3047D3,0,2213000000000000000000
0x65F192ce655f29741c98900D38EA031Ba21412de,0,1203796469331870366134
0x6e3aC8336A7008C94eE614E481E21D999494EE63,0,75000000000000000000
0x9C973B0639d3A29C9712181E152cF1A5a19871A4,0,1177784774805419414390
0x058C41BeB615413678c7BEB75f54672C93eF0942,0,794166051469761426524
0xE93a5f4ca51D7c157aF00643c107d1d9AF42B1cD,0,26325000000000000000
0x23b57759BbEB9Ac18953726cD716DC3e349A2D74,0,200000000000000000000
0xf4ED8aAfC9bCae35DB4cA9705C950f190B7D1e92,0,25350000000000000000
0xf2c66dC705fad9226df7d3565C065784817A410B,0,4639000000000000000000
0x1d9C485f47C84CDD03001C1D363949ED039fe92F,0,507399294783245166061
0x46fab85ac9a997704Ed36eB3c41bd97DAFEDA316,0,125000000000000000000
0xF33678D4B5B8b1Ccc8381392efD77126aDd10111,0,29250000000000000000
0xD92eB6811Fb53A05DfdBD55961E4Dec75D3A50d4,0,525480339958148302386
0x376508cC74098ef17A1241487b34c11A454C91E7,0,350157785317824908872
0xb56Eb2C4a585bB3a7F305D42c3df13D0F0fc8AC3,0,500000000000000000000
0x279bFb85E0DF645AD699bA03503a4a8C6c087B98,0,30425917589369302187
0x93477cEB5915E92274B151C4fF8436dD1bC9782E,0,390000000000000000000
0x4eAeB537e7b152738c853910d0BD2F6CD81276Cd,0,500000000000000000000
0x41d90Ece418559BB521B6E77C308A0EeE8aE5A21,0,239850000000000000000
0x82FC6a686C5dB9b41F58fea5A8cE4C1F6062E5A5,0,26933170281609471197
0xF634ED4015eF307F3576921422D8f1F9f59Dc48f,0,8589993691407469196737
0x6E3A3b831647947C1B07b5613b746A6D12864816,0,722402313466423857823
0x483BCc40B404B978A2d02d4d8Dfa4EaBaA4c8e42,0,25000000000000000000
0x1d9FfF0c858eaD0B5127eFEbDd6aAB9a8b412d2d,0,200000000000000000000
0x8791091aDA8A737F2C3347987770ACf416aD282E,0,28000000000000000000
0x1cC972Ff969689873f8010bDD0Cf3dC30618397E,0,52152663253243671329
0xF82bA88f32f19a8DBcF68081ed42De38329A88f6,0,25000000000000000000
0x4c4D6FB5234E748F9d8782E37E686FBfe52dC765,0,2600000000000000000000
0x5fd08dCa0A5F9256C4248909e4614E6Daa5A9C8c,0,152100000000000000000
0xFA3B3DC78Dc9a7E38E47966d04d33336508F2f80,0,8000000000000000000000
0xcdfD2aA6Dc6780A49Dea2934124b736317DD9A55,0,30000000000000000000
0xaDd528E4b48ac854DfaD1E79Ad6af2E7524AF26D,0,243750000000000000000
0xc384F2BeA973e0f680948da44317A4ABE7040503,0,106275000000000000000
0xD67045e40ee0ea7B8b542357E336f90c53bA13e9,0,350000000000000000000
0x9F158387d4265CD9e515b53c241fF0c7697bEa6A,0,93517067095062343716
0x926f0C1242c57C381cf60DE4B9D8BA108146dEb2,0,834450369540550002935
0x9cAb462fd45D95733340661D8848798323dd33A9,0,124988291682449448963
0x088E65BF9c059f90071aFed20c1420a775CcEcbB,0,48750000000000000000
0xf6A4388D768036dcD99cD2F4aA555F1BCE374c2d,0,523450453053273408234
0x74C2134441b902cEaaa1eB9233C3A6acA484470F,0,829725000000000000000
0x1aB394CE32830d70255AB8ACE5fDC4e2Ece1edfd,0,1250000000000000000000
0xb159Ef0FD4fd4A2956B782b2FF22199139850100,0,100000000000000000000
0xEDe197D94791603A0dF3B7617062246f785a63D5,0,500000000000000000000
0x73A8d2d6f49894BAd1322c691B66B7e8Ac241fbE,0,150000668757001418565
0xF930b0A0500D8F53b2E7EFa4F7bCB5cc0c71067E,0,125000000000000000000
0x5Eb67a3b141f3036899EE77822A41277166c540e,0,88265276112615954067
0xa028f85C62Cab55fd61D9A2A0c8827a61188BA8E,0,26000000000000000000
0x7e2A9CDf1946Ea3c9c605B2a6AeeA89eEA5F6573,0,1000000000000000000000
0x14CA84C04E71D5bfEeF0b4469d1Df816bBc0AeCE,0,300000000000000000000
0x59E55F7685ebb440c5A49055C0cF31BAb73a2a5D,0,500000000000000000000
0xE8DE81a25995DC46A2ae9B4dbD3f01eeC84d4ea0,0,234495535750985585423
0x1e9B851b1516Ff13a249985A9540f992Fd26FBB8,0,226000000000000000000
0x0C6b9B06c96732A47af369FE16B02eBf3FAbe36A,0,34125000000000000000
0xCe734fd52aD7018d0f670552074291082487acF9,0,100000000000000000000
0xB57aEd778C70F90a546C67E721b63aE011485B74,0,754736631872154098160
0x37098E77B5408a2236874e78422C10F7983303Cf,0,150000000000000000000
0x4432c91247B30Eabc55DC4238934E75b7B992E6A,0,425857182593962222585
0xE60a9FD5fe190de7620341636C3f02AbF5b20EA5,0,112257414760650731791
0x1ad3E1493A5486f8CB675549cA4d6D124986613B,0,50000000000000000000
0x9270679A73f8eA31578C780384B8f2EE0F47cE8d,0,603514604497379758481
0xb46B3935E78a0D88c7912aC72af86C952DEabD6C,0,400000000000000000000
0x573Cc77c33Fa06ccF531f3fd5074664e94A2c4ff,0,400020994457404771167
0xa1ef98D651E35d938e006Dc63C46Ba8c72781DC1,0,150356257665510424216
0x17F034Fa50A0FCBaB052cA51f7A307F97B7c5E4a,0,367497448646675173861
0x1396475662Dc136009937214847985033CBFF924,0,26000000000000000000
0x4BC214ec2dFc335af4e1ea348131190Aa9C4c461,0,132796230400757439706
0x6c481cE7BDd3252f63012D580bB0a3dB6ec0D2C9,0,138950463618819842299
0x34A7582329Aca651525eF248C1e705Cba0511b5E,0,17084132917100702198
0x6147A010ECCC55AD86a307362cDFf293675A097B,0,1464000000000000000000
0x3d78010356A09ab60F1A627CAD1A7081fFB45445,0,50000000000000000000
0xA7c600Cac149E2593D346885fFF00E050Fa549a5,0,2000000000000000000000
0x8f3Ddb74C61a70724370d8ccE3DE8d74BE68b445,0,103350000000000000000
0xC0Be51E77505d0Ff1AD05f72e70002e10d49f2Bc,0,502000791731419668159
0x8baB3584FdB68ee237B46fe17B0258e38fC005F8,0,175510247552845126147
0x9C8224DfCFB1C02E0857790A240188C0DC2a0464,0,252751599677336993449
0xc3A25e152F32F492b3AF0d17B93381C10D02D3A3,0,25837500000000000000
0x81FcDE04bD5Ba06Aa66A80CDA8dDb846099c423A,0,2000000000000000000000
0x331c4fBa3AeeA4d217624c50f433dce8F6BfF9cc,0,239382495949623031983
0xf8dda9a12EADbBd4CF98Da27BeBa8c69AF866966,0,215426179172949573188
0x7f4d80859AC40C67f5e1EbEC024C7bF4c3365561,0,66500000000000000000
0x1e4133cBCE3dFDd22a66F58c41a68D726d51dd59,0,29250000000000000000
0xEd30A5F8B1A34E157e9D5739Cc05A8d1f5161f3d,0,105000000000000000000
0x1800d4Caf8F6b7F549a105737C7F669b327eF548,0,210069709136331558055
0x16bFE39Ecf3C717CB73B10cAF97c3260A1586b0B,0,200000000000000000000
0xe7D080567007089df20E906f17E6b0f5f2ccbB0A,0,25000000000000000000
0xF90057583075f6c737da66750aAe25ddFbebDaA5,0,223886198570134274955
0x5d2860298bBAAF4F3E1fbCe014360A789Fd3F4Fa,0,4159620000000000000000
0x99a92efB611e2E1fE846Fac45C1a63Dc79FA6C44,0,24375000000000000000
0x09f4610cda5304f89268c12057615CD3Df45A6e5,0,578000000000000000000
0x557A72529Fb7AdaCc368dEd25d7c4D5e981dE595,0,500802554301762501637
0x1eB4E4E0b46B10864D3704468DdC6765912Cd750,0,16298394572309698215
0xA91B339e1fc47D9e43caAF9222Be6391082D8B94,0,2082000000000000000000
0x1adf198B135C38E7f14A3e3516622Fe80941f667,0,160875000000000000000
0x895537E51225476ac7D247e0A0438b17a3931c47,0,108425214864801082658
0x835764CEc7A3219276Bfb6BC86CEC6b80E31D321,0,92000000000000000000
0x4fb760cCC82309345A3ff31e12895140E22D225d,0,25836167469342058671
0x88f8BF23eB00290a37DA2f059eB35160E59Ba95a,0,347310977923899237994
0x433c5ee60F1069C3ACB2AF7356C5E1586B013Df3,0,27300000000000000000
0x2F9F53403359f64CBe9e1a44632A275E37c008aF,0,26812500000000000000
0x171D64661Ee33CC9296ae048C753c529641F65bb,0,673592248921374126454
0x71d9257Da893DE537daF2b80c98D64a082Fdfade,0,137169093668550316619
0x672e4377eb251fd7cc1c501611EA39de28Fe1d1d,0,25000000000000000000
0x602dC1d22884E333FCA32eB03105773c3b97b22B,0,52197428630157223218
0xA0efD27acC781549D5b78e89E561AA0903932d56,0,100000000000000000000
0x6CFE0bAf1aeC4cBCB82298DFB8ba1c4e54Ce57cF,0,100000000000000000000
0x40430074c133e1cF40c6eE4d14c97cB55Fd3c0a5,0,2600805326794435619559
0x7BeBA6141E2c8D3472671963992fB95977a61e54,0,333651413470531983605
0xD5c58B0D819be34b7b8Ff69E76e6A4b5fB912263,0,22467264726144103922
0x1A97307FEE4dc869c0310fD0f87D7e77ca856987,0,25000000000000000000
0x69087Ea14Ab04A0b4cdfB3E16954CC0fcef06f17,0,25837500000000000000
0x9aCf8D0315094d33Aa6875B673EB126483C3A2c0,0,25837500000000000000
0x774faD7eCC5Cb8f75E7fe66f1FC7E1921E8cD56f,0,97753995977312318686
0x0CEa19a8bc17387Cdb325FD6146D1e51616F7535,0,1000000000000000000000
0xEd30CF2D79976e9Aa9e49f7bCA1095b9AB2E8d01,0,400000000000000000000
0xc6da31BcD085AE0B6C41052aAf9CA24e1998E42A,0,25000000000000000000
0xd36F814B8AA71134652180DC72178f64C5EE5932,0,100165282857584965441
0x9dDAdED511e4f7f93632442BBBEA237Bde159D8A,0,541955541117663749656
0xB1dFB54960a3E3eCE68C30187A7425e3DDcA3733,0,300000000000000000000
0x83B5aF08C3998A3dF655d0bf091673306a11d185,0,25350000000000000000
0x52d11cf885b845aFEBd9B936ae11fa1957702232,0,79830000000000000000
0xf9cd58Ec5818378cF7A94ee3FEc27aa614FDc997,0,29250000000000000000
0x340530A5F27cE8634fF9B6dB3982F044e612FAce,0,13159412368143640516
0x693D196cD3c7a5b383c46f752b3dED9b298BdE37,0,40331770857841270227
0xD7B57080EAFDb2Fe9a544B6799e83Fff0A8Ef958,0,25000000000000000000
0xB7C99862d069E1b8f855fcbe64063a40550098AB,0,554086994469966750534
0xff35d9fe7DFa24Dd8679D182B782b5ACd3Ee03Ca,0,166955436945001778909
0xCa7DCCE3ddBE5e290df7200D2DF353C58E6C9fB2,1,97133777782876473591
0x36A26590360797E9795d31c103F87f79E52Ecf7A,1,12710289844030465372
0x8d0332Fa4597fcaeefD2840F9299fa60CAfd39B7,1,9218155986912347269
0x4B8aD60cac1941e9Cb0BD78d6deA3b5A8e1285BC,1,2900887326698419589
0xF8f3cb4c2b398165C9ff65C0500190B8e49CdDFc,1,11615024469658041254
0x2B5b1Fffe86302F73e478a0E09d8Bf92eC75FFba,1,15926141453883821460
0x434C6633cee5F79Ec3b1914b8939F21EAef9AEf8,1,41195110293205029850
0x4936f33b7B060c7336fD0e4c61316EA248DA6827,1,295636166148156371
0x483BCc40B404B978A2d02d4d8Dfa4EaBaA4c8e42,1,11028570607806639501
0x4F795A3D594124B7cD4175aDa15E6D4F67eA482b,1,6374753301347853930
0xa028f85C62Cab55fd61D9A2A0c8827a61188BA8E,1,50639502853202540054
0x5Eb67a3b141f3036899EE77822A41277166c540e,1,12777033460206739678
0x7da952174cE57fc5ef30cA75c68FB36Bec17474b,1,9395383298757818822
0xac02786D3372419e5D1133b7054c3a98B1fb4772,1,2219395527117280604
0x4c7512f396536340f598735Be36522EC7C61c82a,1,1344831730180968513
0xB535D39a62A8667918e521c630e3d8c5A86B378E,1,6723861119604562647
0xCe734fd52aD7018d0f670552074291082487acF9,1,5242809963255575862
0x37098E77B5408a2236874e78422C10F7983303Cf,1,158006680497071535540
0x1ad3E1493A5486f8CB675549cA4d6D124986613B,1,9921189140597689561
0x964dF1b0B7E47326CEe4E70a23AeeD2837e47240,1,27631997835075384481
0xC920dE538b9Ab887B81562EDb2f07Bc66403583E,1,7013048805624980356
0x2fFB0EF286951E58E392f81e3cBDc769eB3Ea30d,1,5773914263502000515
0x3d78010356A09ab60F1A627CAD1A7081fFB45445,1,14242539091224436183
0xe07e76714497eB8c3BB237eE5002C710E392b5A9,1,5359886942179127233
0x16bFE39Ecf3C717CB73B10cAF97c3260A1586b0B,1,17270463743252967795
0x1800d4Caf8F6b7F549a105737C7F669b327eF548,1,5753272016350954324
0x9bb72Af4e3B8964B0Eb107659ab4920ff4BbAc65,1,2101635295021476786
0x895537E51225476ac7D247e0A0438b17a3931c47,1,4568047072449757707
0x6d8192EfF85d48285c2D389D563fEd2C0540d173,1,13290000000000000000
0xD5c58B0D819be34b7b8Ff69E76e6A4b5fB912263,1,2492370507719043700
0xe6Eba4A59C40fB0847b151599a5362dCe5A0671B,1,603177675304158465
0x9DaC37989ABf0fFF9BD5bE2e58cd82634dCfAD5E,1,8827600513691575435
0xfBe713879A1De3338752F2D9689B33b930eE579c,1,1942461898827164928
0xFcc5c883AEb32fC31DEbDB8218Bb457Ba9741A48,1,32412231229736305807
0x1ad3E1493A5486f8CB675549cA4d6D124986613B,2,37292034647752353049
